"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g895",1747.78098628024,-0.598866521007327,0.411775823707137,-1.45435085434557,0.145849057968256,0.262670596106733
"g896",307.832094884809,0.449327392821789,0.350145622322743,1.28325863348258,0.199401480068045,0.325459887007614
"g897",5749.75086464895,0.752841571889704,0.541149418989849,1.39118983680148,0.164167868306525,0.289350780146725
"g899",848.235549282657,2.46619873570772,0.478171865906626,5.1575571704365,2.50192471253155e-07,5.49827740396814e-06
"g900",401.006107210432,-1.48912359934456,0.482392402627174,-3.08695491727191,0.00202218262968618,0.010104902249316
"g906",711.888188497559,0.562867886819305,0.427057022466719,1.31801576184869,0.187498371592903,0.313232573719909
"g907",1000.66130579529,-0.329358305455891,0.486571414164882,-0.676896126380912,0.498471861999793,0.631390238294364
"g908",11.0778466154328,1.9099710559339,1.41720656392705,1.34770124874486,0.177754490292548,0.304392197662378
"g909",947.841651050309,0.119359162710823,0.644431757711999,0.185216140083781,0.853059510154252,0.90763565172608
"g910",79.9287263656204,1.08704860006022,0.472600704105798,2.30014172771285,0.0214401918993898,0.0626243579846101
"g911",7.97867495580647,1.30682309252568,1.04843384581144,1.24645259950976,0.212598280849854,0.342457614702295
"g912",52.5313429239865,-0.148808399314832,0.548509248618704,-0.271296062353683,0.786163334734183,0.859126250184112
"g914",1568.13981709444,-1.32591958157824,0.352318093569478,-3.76341608841262,0.00016760798333287,0.00133478141156343
"g915",1731.31176886669,0.699370494431367,0.654123750425724,1.06917153516624,0.284992382485525,0.429816942866241
"g917",306.823594582461,2.1523384095311,0.475776416139538,4.52384426070385,6.0726416153586e-06,8.75788782964998e-05
"g918",1810.58835790147,-0.115295895602849,0.446638866428484,-0.258141205947447,0.796297931202918,0.864685871176816
"g919",193.453534249238,0.248833779292254,0.483920744153967,0.514203580438129,0.60710966476359,0.726799248478331
"g920",1289.21385274044,3.12334112665643,0.729556246621044,4.28115192094133,1.85928368590045e-05,0.000224329260403414
"g921",30.1469371691658,1.63022148769781,0.895867809425556,1.81971209429115,0.0688028605464726,0.149710435027049
"g922",453.98042945958,-0.714867855969875,0.556056462160013,-1.28560300008556,0.198581649189216,0.324983798229869
"g923",435.36453594726,-0.742311734805786,0.552491530917237,-1.34357124637442,0.179087072739601,0.305710737469613
"g924",264.377082177708,1.53853069056002,0.361492220754076,4.25605477028145,2.08065757348206e-05,0.000246211146195377
"g925",1676.53225742083,0.864865443688128,0.348361695822652,2.48266515538041,0.0130403602390986,0.0434521750927364
"g926",469.199966179277,-1.37647980735483,0.48531056192393,-2.83628652526748,0.00456414790397353,0.0192225446530196
"g927",641.542784026593,-2.26206381129614,0.637499664345235,-3.54833725852933,0.000387671483065394,0.00266037753806214
"g929",3535.75307645104,0.472979944594012,0.409693848378459,1.15447167797622,0.248306843491037,0.388452909393605
"g930",370.674588581523,-2.18327453300204,0.607051266410006,-3.59652413858476,0.000322497669585658,0.00230381725103957
"g931",589.91460179846,-3.42029977180142,0.565217628454739,-6.05129705729854,1.43684213430822e-09,6.63102644983242e-08
"g932",39.7353732896066,-0.63929101573759,0.841708498657497,-0.75951593307807,0.447543986585784,0.587182799742258
"g933",31.5873835565434,1.05218295111634,0.788135724879349,1.33502760743071,0.181867310937664,0.308006473386172
"g934",1679.82468956786,-1.62893556838002,0.389218279072912,-4.18514662841638,2.84982083659386e-05,0.000318834500869834
"g935",7761.17572265245,-0.825548859382673,0.444876210542964,-1.85568218713044,0.063498871253852,0.139546328969775
"g936",122.744787338551,-4.41466354648697,0.909680727429626,-4.85298128603972,1.21619171265768e-06,2.09968784298471e-05
"g937",284.428615949178,0.55877983841586,0.455549328483274,1.22660665591646,0.219970466345092,0.350964114842731
"g938",856.545696471262,0.126303281129696,0.329841725664352,0.382920871746296,0.701778435296105,0.801660267052357
"g939",26546.7505863043,-0.454657468309322,0.672008564004256,-0.676564991374786,0.498681997526101,0.631390238294364
"g940",2262.4380233579,0.385113157116678,0.290139810147005,1.32733648967907,0.184397398347027,0.310812755064
"g941",32.1882080480842,-0.163476734191693,0.603620342412488,-0.270827079051588,0.786524031858695,0.859126250184112
"g942",1237.78743068656,-0.0695162971555708,0.336161896167392,-0.206794101140348,0.836170663189338,0.896903570161254
"g944",2845.20740463123,1.06738324061177,0.481935227195345,2.21478568151881,0.0267747784809465,0.0730077416186517
"g945",901.382130626948,0.841502286305494,0.397905909383761,2.11482731585649,0.0344446678420761,0.0883123011617673
"g946",921.716371138538,0.198135466993525,0.37992253686585,0.521515434772659,0.602007756215486,0.723035990874292
"g951",329.108401518452,0.598688500447081,0.325448336864195,1.8395807648478,0.06582981049451,0.144325213982025
"g952",168.396940276876,0.228376089559291,0.426059537529536,0.536019193194235,0.591945285683869,0.713445720885403
"g953",8.6436113191411,3.71127239035373,1.61570926121006,2.29699270744677,0.0216191857492822,0.0627500265615959
"g954",673.984792559134,-0.363357719798691,0.316682051548923,-1.14738968634778,0.25122060184896,0.391022960382109
"g955",29.1833761918518,1.27605488769518,0.603183733905715,2.11553265774014,0.0343845745538991,0.0882808409269788
"g956",99.6198032432984,-0.0547664502837884,0.517398719278491,-0.105849605426468,0.915701678390266,0.945934694072989
"g957",1354.25385463322,-0.282401961125351,0.434087772526522,-0.65056419230997,0.515327851403663,0.64758013185239
"g961",280.663833534938,0.00524034386537856,0.536058734363406,0.00977568973221136,0.992200252320991,0.994354867418322
"g962",763.47655210256,-0.534686072383253,0.502116702083448,-1.06486414446017,0.286937412746643,0.431692309641649
"g963",174.082165518501,-0.479428559980846,0.373539163270804,-1.28347602372626,0.199325354293929,0.325459887007614
